Local Time,kW sd del
2019-05-23 10:00:00,851.7957153320312
2019-05-23 11:00:00,913.3302612304688
2019-05-23 12:00:00,960.0276336669922
2019-05-23 13:00:00,1056.0459289550781
2019-05-23 14:00:00,1175.1716918945312
2019-05-23 15:00:00,1275.44775390625
2019-05-23 16:00:00,1227.5715942382812
2019-05-23 17:00:00,1102.1561889648438
2019-05-23 18:00:00,1182.8006896972656
2019-05-23 19:00:00,1295.1870727539062
2019-05-23 20:00:00,1393.2857666015625
2019-05-23 21:00:00,1425.9366149902344
2019-05-23 22:00:00,1453.7855529785156
2019-05-23 23:00:00,1389.61376953125
2019-05-24 00:00:00,1310.05908203125
2019-05-24 01:00:00,1181.5048217773438
2019-05-24 02:00:00,1100.3652648925781
2019-05-24 03:00:00,997.1903228759766
2019-05-24 04:00:00,935.6074829101562
2019-05-24 05:00:00,871.7671051025391
2019-05-24 06:00:00,819.9209136962891
2019-05-24 07:00:00,757.8816070556641
2019-05-24 08:00:00,797.1277160644531
2019-05-24 09:00:00,921.0549774169922
2019-05-24 10:00:00,997.0036163330078
2019-05-24 11:00:00,1144.3251342773438
2019-05-24 12:00:00,1270.6922912597656
2019-05-24 13:00:00,1259.8291320800781
2019-05-24 14:00:00,1181.0337524414062
2019-05-24 15:00:00,1156.3169250488281
2019-05-24 16:00:00,1095.4623413085938
2019-05-24 17:00:00,1062.65966796875
2019-05-24 18:00:00,1112.4085693359375
2019-05-24 19:00:00,1180.2853698730469
2019-05-24 20:00:00,1221.3268127441406
2019-05-24 21:00:00,1244.0064697265625
2019-05-24 22:00:00,1235.6943054199219
2019-05-24 23:00:00,1202.1151123046875
2019-05-25 00:00:00,1106.9724731445312
2019-05-25 01:00:00,1048.5345611572266
2019-05-25 02:00:00,959.3663024902344
2019-05-25 03:00:00,892.1314544677734
2019-05-25 04:00:00,831.3150024414062
2019-05-25 05:00:00,775.026123046875
2019-05-25 06:00:00,703.0063629150391
2019-05-25 07:00:00,645.0872955322266
2019-05-25 08:00:00,686.2585601806641
2019-05-25 09:00:00,778.1406860351562
2019-05-25 10:00:00,856.8360290527344
2019-05-25 11:00:00,1026.2178039550781
